driver_id,date,delays_minutes,behavioral_problems,violations_count,accidents_count,rating
3,2025-01-22,15,0,0,0,4.19
3,2025-01-23,0,0,0,0,4.19
3,2025-01-24,21,0,0,0,4.19
3,2025-01-25,1,0,0,0,4.19
3,2025-01-26,13,0,0,0,4.19
3,2025-01-27,17,0,0,0,4.19
3,2025-01-28,22,0,0,0,4.19
3,2025-01-29,11,0,0,0,4.19
3,2025-01-30,15,0,0,0,4.19
3,2025-01-31,2,0,0,0,4.19
3,2025-02-01,0,0,0,0,4.19
3,2025-02-02,15,0,0,0,4.19
3,2025-02-03,7,0,0,0,4.19
3,2025-02-04,16,0,0,0,4.19
3,2025-02-05,0,0,0,0,4.19
3,2025-02-06,22,0,1,0,4.19
3,2025-02-07,9,0,0,0,4.19
3,2025-02-08,8,0,0,0,4.19
3,2025-02-09,0,0,0,0,4.19
3,2025-02-10,6,0,0,0,4.19
3,2025-02-11,20,0,0,0,4.19
3,2025-02-12,22,0,0,0,4.19
3,2025-02-13,21,0,0,0,4.19
3,2025-02-14,28,0,0,0,4.19
3,2025-02-15,28,0,0,0,4.19
3,2025-02-16,15,0,0,0,4.19
3,2025-02-17,22,0,1,0,4.19
3,2025-02-18,0,0,0,0,4.19
3,2025-02-19,12,0,0,0,4.19
3,2025-02-20,14,0,0,0,4.19
3,2025-02-21,10,0,0,0,4.19
3,2025-02-22,17,0,0,0,4.19
3,2025-02-23,32,0,0,0,4.09
3,2025-02-24,2,0,0,0,4.19
3,2025-02-25,5,0,0,0,4.19
3,2025-02-26,25,0,0,0,4.19
3,2025-02-27,16,0,0,0,4.19
3,2025-02-28,4,0,0,0,4.19
3,2025-03-01,8,0,0,0,4.19
3,2025-03-02,19,0,1,0,4.19
3,2025-03-03,0,0,0,0,4.19
3,2025-03-04,13,0,0,0,4.19
3,2025-03-05,14,0,0,0,4.19
3,2025-03-06,7,0,0,0,4.19
3,2025-03-07,7,0,0,0,4.19
3,2025-03-08,22,0,0,0,4.19
3,2025-03-09,32,0,0,0,4.09
3,2025-03-10,1,0,0,0,4.19
3,2025-03-11,2,0,0,0,4.19
3,2025-03-12,13,0,0,0,4.19
3,2025-03-13,0,0,0,0,4.19
3,2025-03-14,6,0,0,0,4.19
3,2025-03-15,27,0,0,0,4.19
3,2025-03-16,19,0,0,0,4.19
3,2025-03-17,15,0,0,0,4.19
3,2025-03-18,25,0,0,0,4.19
3,2025-03-19,20,0,0,0,4.19
3,2025-03-20,12,0,0,0,4.19
3,2025-03-21,22,0,0,0,4.19
3,2025-03-22,6,0,0,0,4.19
3,2025-03-23,11,0,0,0,4.19
3,2025-03-24,16,0,0,0,4.19
3,2025-03-25,9,0,0,0,4.19
3,2025-03-26,29,0,0,0,4.19
3,2025-03-27,0,0,0,0,4.19
3,2025-03-28,27,0,0,0,4.19
3,2025-03-29,19,0,0,0,4.19
3,2025-03-30,0,0,0,0,4.19
3,2025-03-31,0,0,0,0,4.19
4,2025-01-01,32,0,0,0,3.14
4,2025-01-02,13,0,1,0,3.24
4,2025-01-03,14,0,0,1,1.24
4,2025-01-04,14,0,0,1,1.24
4,2025-01-05,25,0,0,0,3.24
4,2025-01-06,54,0,0,0,2.04
4,2025-01-07,33,0,0,0,3.09
4,2025-01-08,38,0,0,0,2.84
4,2025-01-09,33,1,0,0,3.09
4,2025-01-10,15,0,0,0,3.24
4,2025-01-11,25,0,0,0,3.24
4,2025-01-12,22,0,0,0,3.24
4,2025-01-13,9,0,0,0,3.24
4,2025-01-14,20,1,0,0,3.24
4,2025-01-15,12,0,0,0,3.24
4,2025-01-16,18,1,1,0,3.24
4,2025-01-17,12,0,0,0,3.24
4,2025-01-18,18,0,0,0,3.24
4,2025-01-19,26,0,0,0,3.24
4,2025-01-20,19,0,0,0,3.24
4,2025-01-21,18,0,0,0,3.24
4,2025-01-22,16,1,0,0,3.24
4,2025-01-23,11,0,0,0,3.24
4,2025-01-24,28,0,0,0,3.24
4,2025-01-25,21,0,0,0,3.24
4,2025-01-26,42,0,0,0,2.64
4,2025-01-27,44,0,0,0,2.54
4,2025-01-28,31,0,0,0,3.19
4,2025-01-29,40,0,0,0,2.74
4,2025-01-30,22,1,1,0,3.24
4,2025-01-31,36,0,0,0,2.94
4,2025-02-01,43,0,0,0,2.59
4,2025-02-02,21,0,1,0,3.24
4,2025-02-03,37,0,1,0,2.89
4,2025-02-04,20,0,0,0,3.24
4,2025-02-05,21,0,0,0,3.24
4,2025-02-06,20,0,0,0,3.24
4,2025-02-07,31,0,0,0,3.19
4,2025-02-08,31,0,0,0,3.19
4,2025-02-09,31,0,0,0,3.19
4,2025-02-10,22,0,1,0,3.24
4,2025-02-11,26,0,0,0,3.24
4,2025-02-12,40,0,0,1,1.0
4,2025-02-13,41,0,0,0,2.69
4,2025-02-14,19,0,0,0,3.24
4,2025-02-15,49,0,1,0,2.29
4,2025-02-16,35,0,0,0,2.99
4,2025-02-17,51,0,0,0,2.19
4,2025-02-18,41,0,0,0,2.69
4,2025-02-19,31,0,1,0,3.19
4,2025-02-20,33,0,0,0,3.09
4,2025-02-21,34,0,0,0,3.04
4,2025-02-22,24,0,0,1,1.24
4,2025-02-23,18,0,1,0,3.24
4,2025-02-24,31,0,0,0,3.19
4,2025-02-25,30,0,0,0,3.24
4,2025-02-26,35,0,0,0,2.99
4,2025-02-27,1,0,0,0,3.24
4,2025-02-28,10,1,0,0,3.24
4,2025-03-01,32,0,0,0,3.14
4,2025-03-02,13,0,0,0,3.24
4,2025-03-03,8,1,0,0,3.24
4,2025-03-04,18,0,0,0,3.24
4,2025-03-05,21,0,0,0,3.24
4,2025-03-06,21,0,0,0,3.24
4,2025-03-07,36,0,0,0,2.94
4,2025-03-08,24,0,0,0,3.24
4,2025-03-09,18,0,0,0,3.24
4,2025-03-10,19,0,0,0,3.24
4,2025-03-11,17,1,0,0,3.24
4,2025-03-12,31,0,0,0,3.19
4,2025-03-13,32,0,0,0,3.14
4,2025-03-14,26,0,0,0,3.24
4,2025-03-15,19,0,0,0,3.24
4,2025-03-16,33,0,0,0,3.09
4,2025-03-17,26,0,0,0,3.24
4,2025-03-18,16,0,0,0,3.24
4,2025-03-19,14,0,0,0,3.24
4,2025-03-20,16,0,0,0,3.24
4,2025-03-21,21,0,0,0,3.24
4,2025-03-22,38,0,0,0,2.84
4,2025-03-23,20,0,1,0,3.24
4,2025-03-24,12,0,0,0,3.24
4,2025-03-25,36,0,0,0,2.94
4,2025-03-26,31,0,0,0,3.19
4,2025-03-27,14,0,0,0,3.24
4,2025-03-28,28,0,0,0,3.24
4,2025-03-29,29,0,0,0,3.24
4,2025-03-30,14,0,1,0,3.24
4,2025-03-31,32,0,0,0,3.14
5,2025-01-01,0,0,0,0,4.14
5,2025-01-02,21,0,0,0,4.14
5,2025-01-03,5,0,0,0,4.14
5,2025-01-04,0,0,0,0,4.14
5,2025-01-05,8,0,0,0,4.14
5,2025-01-06,1,0,0,0,4.14
5,2025-01-07,9,0,0,0,4.14
5,2025-01-08,0,0,0,0,4.14
5,2025-01-09,11,0,0,0,4.14
5,2025-01-10,23,0,0,0,4.14
5,2025-01-11,17,0,0,0,4.14
5,2025-01-12,10,0,0,0,4.14
5,2025-01-13,23,0,1,0,4.14
5,2025-01-14,10,0,0,0,4.14
5,2025-01-15,7,0,0,0,4.14
5,2025-01-16,2,0,0,0,4.14
5,2025-01-17,21,0,0,0,4.14
5,2025-01-18,21,0,0,0,4.14
5,2025-01-19,21,0,0,0,4.14
5,2025-01-20,11,0,0,0,4.14
5,2025-01-21,0,0,0,0,4.14
5,2025-01-22,17,0,0,0,4.14
5,2025-01-23,14,0,0,0,4.14
5,2025-01-24,19,0,0,0,4.14
5,2025-01-25,21,0,0,0,4.14
5,2025-01-26,27,0,0,0,4.14
5,2025-01-27,21,0,0,0,4.14
5,2025-01-28,32,0,0,0,4.04
5,2025-01-29,10,0,0,0,4.14
5,2025-01-30,10,0,0,0,4.14
5,2025-01-31,0,0,0,0,4.14
5,2025-02-01,13,0,0,0,4.14
5,2025-02-02,24,0,0,0,4.14
5,2025-02-03,9,0,0,0,4.14
5,2025-02-04,0,0,0,0,4.14
5,2025-02-05,17,0,0,0,4.14
5,2025-02-06,35,0,0,0,3.89
5,2025-02-07,14,0,0,0,4.14
5,2025-02-08,9,0,0,0,4.14
5,2025-02-09,20,0,0,0,4.14
5,2025-02-10,30,1,0,0,4.14
5,2025-02-11,0,0,0,0,4.14
5,2025-02-12,20,0,0,0,4.14
5,2025-02-13,4,0,0,0,4.14
5,2025-02-14,20,0,0,0,4.14
5,2025-02-15,28,0,0,0,4.14
5,2025-02-16,18,0,0,0,4.14
5,2025-02-17,4,0,0,0,4.14
5,2025-02-18,30,0,0,0,4.14
5,2025-02-19,41,0,0,0,3.59
5,2025-02-20,19,0,0,0,4.14
5,2025-02-21,16,0,0,0,4.14
5,2025-02-22,28,0,0,0,4.14
5,2025-02-23,0,0,0,0,4.14
5,2025-02-24,8,0,0,0,4.14
5,2025-02-25,15,0,0,0,4.14
5,2025-02-26,25,0,0,0,4.14
5,2025-02-27,10,0,0,0,4.14
5,2025-02-28,26,0,0,0,4.14
5,2025-03-01,5,0,0,0,4.14
5,2025-03-02,18,0,0,0,4.14
5,2025-03-03,7,0,0,0,4.14
5,2025-03-04,6,0,0,0,4.14
5,2025-03-05,16,0,0,0,4.14
5,2025-03-06,4,0,0,0,4.14
5,2025-03-07,11,0,1,0,4.14
5,2025-03-08,13,0,0,0,4.14
5,2025-03-09,8,0,0,0,4.14
5,2025-03-10,14,0,0,0,4.14
5,2025-03-11,0,0,0,0,4.14
5,2025-03-12,10,0,0,0,4.14
5,2025-03-13,22,0,0,0,4.14
5,2025-03-14,7,0,0,0,4.14
5,2025-03-15,20,0,0,0,4.14
5,2025-03-16,19,0,0,0,4.14
5,2025-03-17,22,0,0,0,4.14
5,2025-03-18,18,0,0,0,4.14
5,2025-03-19,24,0,0,0,4.14
5,2025-03-20,29,0,0,0,4.14
5,2025-03-21,9,0,0,0,4.14
5,2025-03-22,6,0,0,0,4.14
5,2025-03-23,5,0,0,0,4.14
5,2025-03-24,10,0,0,0,4.14
5,2025-03-25,0,0,0,0,4.14
5,2025-03-26,29,0,0,0,4.14
5,2025-03-27,16,0,0,0,4.14
5,2025-03-28,3,0,0,0,4.14
5,2025-03-29,14,0,0,0,4.14
5,2025-03-30,23,0,0,0,4.14
5,2025-03-31,0,0,0,0,4.14
6,2025-01-01,26,0,0,0,3.5
6,2025-01-02,23,0,0,0,3.5
6,2025-01-03,23,1,0,0,3.5
6,2025-01-04,13,0,0,0,3.5
6,2025-01-05,25,0,0,1,1.5
6,2025-01-06,21,0,0,0,3.5
6,2025-01-07,9,0,1,0,3.5
6,2025-01-08,22,0,0,0,3.5
6,2025-01-09,27,0,0,0,3.5
6,2025-01-10,24,0,0,0,3.5
6,2025-01-11,5,0,0,0,3.5
6,2025-01-12,8,0,0,0,3.5
6,2025-01-13,30,0,0,0,3.5
6,2025-01-14,19,0,0,0,3.5
6,2025-01-15,21,0,0,0,3.5
6,2025-01-16,24,0,1,0,3.5
6,2025-01-17,12,0,0,0,3.5
6,2025-01-18,16,0,0,0,3.5
6,2025-01-19,4,0,0,0,3.5
6,2025-01-20,12,0,0,0,3.5
6,2025-01-21,14,0,1,0,3.5
6,2025-01-22,33,0,1,0,3.35
6,2025-01-23,21,0,1,0,3.5
6,2025-01-24,16,0,0,0,3.5
6,2025-01-25,1,0,0,0,3.5
6,2025-01-26,10,0,0,0,3.5
6,2025-01-27,26,1,0,0,3.5
6,2025-01-28,13,0,0,0,3.5
6,2025-01-29,26,0,0,0,3.5
6,2025-01-30,27,0,0,0,3.5
6,2025-01-31,26,0,0,0,3.5
6,2025-02-01,0,0,0,0,3.5
6,2025-02-02,25,0,0,0,3.5
6,2025-02-03,23,0,0,0,3.5
6,2025-02-04,5,0,0,0,3.5
6,2025-02-05,11,0,0,0,3.5
6,2025-02-06,26,0,0,0,3.5
6,2025-02-07,35,0,0,0,3.25
6,2025-02-08,17,0,0,0,3.5
6,2025-02-09,25,0,0,0,3.5
6,2025-02-10,8,0,0,0,3.5
6,2025-02-11,18,0,0,0,3.5
6,2025-02-12,3,0,0,0,3.5
6,2025-02-13,12,0,0,0,3.5
6,2025-02-14,28,0,0,0,3.5
6,2025-02-15,14,0,0,0,3.5
6,2025-02-16,32,1,0,0,3.4
6,2025-02-17,26,1,0,0,3.5
6,2025-02-18,21,0,0,0,3.5
6,2025-02-19,10,0,0,0,3.5
6,2025-02-20,10,1,0,0,3.5
6,2025-02-21,28,0,0,0,3.5
6,2025-02-22,9,0,0,0,3.5
6,2025-02-23,17,0,0,1,1.5
6,2025-02-24,13,0,0,0,3.5
6,2025-02-25,15,1,0,0,3.5
6,2025-02-26,17,0,1,0,3.5
6,2025-02-27,28,1,0,0,3.5
6,2025-02-28,21,0,0,0,3.5
6,2025-03-01,36,0,0,0,3.2
6,2025-03-02,29,0,0,0,3.5
6,2025-03-03,27,0,0,0,3.5
6,2025-03-04,1,0,0,0,3.5
6,2025-03-05,22,0,1,0,3.5
6,2025-03-06,14,0,0,0,3.5
6,2025-03-07,14,0,0,0,3.5
6,2025-03-08,32,0,2,0,3.4
6,2025-03-09,35,0,0,0,3.25
6,2025-03-10,22,0,0,0,3.5
6,2025-03-11,3,0,0,0,3.5
6,2025-03-12,26,0,2,0,3.5
6,2025-03-13,29,0,0,0,3.5
6,2025-03-14,33,0,0,0,3.35
6,2025-03-15,27,1,1,0,3.5
6,2025-03-16,6,0,0,0,3.5
6,2025-03-17,28,0,1,0,3.5
6,2025-03-18,23,0,0,1,1.5
6,2025-03-19,34,0,1,0,3.3
6,2025-03-20,17,0,0,0,3.5
6,2025-03-21,8,0,0,0,3.5
6,2025-03-22,23,0,0,0,3.5
6,2025-03-23,20,1,0,0,3.5
6,2025-03-24,16,1,0,0,3.5
6,2025-03-25,23,1,1,0,3.5
6,2025-03-26,11,0,0,0,3.5
6,2025-03-27,12,0,0,0,3.5
6,2025-03-28,21,0,1,0,3.5
6,2025-03-29,16,0,0,0,3.5
6,2025-03-30,34,0,0,0,3.3
6,2025-03-31,14,0,0,0,3.5
7,2025-01-01,0,0,0,0,4.64
7,2025-01-02,0,0,0,0,4.64
7,2025-01-03,13,0,0,0,4.64
7,2025-01-04,0,0,0,0,4.64
7,2025-01-05,17,0,0,0,4.64
7,2025-01-06,0,0,0,0,4.64
7,2025-01-07,17,0,0,0,4.64
7,2025-01-08,4,0,0,0,4.64
7,2025-01-09,3,0,0,0,4.64
7,2025-01-10,3,0,0,0,4.64
7,2025-01-11,0,0,0,0,4.64
7,2025-01-12,5,0,0,0,4.64
7,2025-01-13,10,0,0,0,4.64
7,2025-01-14,0,0,0,0,4.64
7,2025-01-15,2,0,0,0,4.64
7,2025-01-16,17,0,0,0,4.64
7,2025-01-17,17,0,0,0,4.64
7,2025-01-18,6,0,0,0,4.64
7,2025-01-19,0,0,0,0,4.64
7,2025-01-20,0,0,0,0,4.64
7,2025-01-21,0,0,0,0,4.64
7,2025-01-22,23,0,0,0,4.64
7,2025-01-23,8,0,0,0,4.64
7,2025-01-24,8,0,0,0,4.64
7,2025-01-25,1,0,0,0,4.64
7,2025-01-26,0,0,0,0,4.64
7,2025-01-27,6,0,0,0,4.64
7,2025-01-28,0,0,0,0,4.64
7,2025-01-29,9,0,0,0,4.64
7,2025-01-30,0,0,0,0,4.64
7,2025-01-31,5,0,0,0,4.64
7,2025-02-01,6,0,0,0,4.64
7,2025-02-02,0,0,0,0,4.64
7,2025-02-03,3,0,0,0,4.64
7,2025-02-04,16,0,0,0,4.64
7,2025-02-05,29,0,0,0,4.64
7,2025-02-06,0,0,0,0,4.64
7,2025-02-07,16,0,0,0,4.64
7,2025-02-08,7,0,0,0,4.64
7,2025-02-09,0,0,0,0,4.64
7,2025-02-10,14,0,0,0,4.64
7,2025-02-11,1,0,0,0,4.64
7,2025-02-12,9,0,0,1,2.64
7,2025-02-13,6,0,0,0,4.64
7,2025-02-14,0,0,0,0,4.64
7,2025-02-15,4,0,0,0,4.64
7,2025-02-16,24,0,0,0,4.64
7,2025-02-17,15,0,0,0,4.64
7,2025-02-18,0,0,0,0,4.64
7,2025-02-19,5,0,0,0,4.64
7,2025-02-20,6,0,0,0,4.64
7,2025-02-21,14,0,0,0,4.64
7,2025-02-22,0,0,0,0,4.64
7,2025-02-23,2,0,0,0,4.64
7,2025-02-24,1,0,0,0,4.64
7,2025-02-25,0,0,0,0,4.64
7,2025-02-26,8,0,0,0,4.64
7,2025-02-27,0,0,0,0,4.64
7,2025-02-28,0,0,0,0,4.64
7,2025-03-01,13,0,0,0,4.64
7,2025-03-02,1,0,0,0,4.64
7,2025-03-03,3,0,0,0,4.64
7,2025-03-04,1,0,0,0,4.64
7,2025-03-05,3,0,0,0,4.64
7,2025-03-06,16,0,0,0,4.64
7,2025-03-07,6,0,0,0,4.64
7,2025-03-08,0,0,0,0,4.64
7,2025-03-09,18,0,0,0,4.64
7,2025-03-10,0,0,0,0,4.64
7,2025-03-11,4,0,0,0,4.64
7,2025-03-12,13,0,0,0,4.64
7,2025-03-13,5,0,0,0,4.64
7,2025-03-14,26,0,0,0,4.64
7,2025-03-15,2,0,0,0,4.64
7,2025-03-16,1,0,0,0,4.64
7,2025-03-17,5,0,0,0,4.64
7,2025-03-18,6,0,0,0,4.64
7,2025-03-19,9,0,0,0,4.64
7,2025-03-20,11,0,0,0,4.64
7,2025-03-21,2,0,0,0,4.64
7,2025-03-22,0,0,0,0,4.64
7,2025-03-23,8,0,0,0,4.64
7,2025-03-24,0,0,0,0,4.64
7,2025-03-25,0,0,0,0,4.64
7,2025-03-26,1,0,0,0,4.64
7,2025-03-27,9,0,0,0,4.64
7,2025-03-28,10,0,0,0,4.64
7,2025-03-29,0,0,0,0,4.64
7,2025-03-30,5,0,0,0,4.64
7,2025-03-31,23,0,0,0,4.64
8,2025-01-01,21,1,0,0,3.52
8,2025-01-02,11,0,0,0,3.52
8,2025-01-03,17,0,0,0,3.52
8,2025-01-04,19,0,0,1,1.52
8,2025-01-05,17,0,0,0,3.52
8,2025-01-06,21,1,0,0,3.52
8,2025-01-07,32,0,2,0,3.42
8,2025-01-08,20,0,1,0,3.52
8,2025-01-09,31,0,0,0,3.47
8,2025-01-10,10,0,0,0,3.52
8,2025-01-11,21,0,0,0,3.52
8,2025-01-12,0,0,0,0,3.52
8,2025-01-13,28,1,0,0,3.52
8,2025-01-14,28,0,0,0,3.52
8,2025-01-15,33,0,1,0,3.37
8,2025-01-16,12,0,0,0,3.52
8,2025-01-17,10,0,0,0,3.52
8,2025-01-18,31,0,1,0,3.47
8,2025-01-19,12,1,0,0,3.52
8,2025-01-20,31,0,0,0,3.47
8,2025-01-21,17,0,0,0,3.52
8,2025-01-22,11,0,0,0,3.52
8,2025-01-23,17,0,0,0,3.52
8,2025-01-24,36,0,0,0,3.22
8,2025-01-25,30,0,1,0,3.52
8,2025-01-26,9,0,0,0,3.52
8,2025-01-27,22,0,0,0,3.52
8,2025-01-28,36,0,0,0,3.22
8,2025-01-29,5,0,0,0,3.52
8,2025-01-30,37,0,1,0,3.17
8,2025-01-31,29,0,0,0,3.52
8,2025-02-01,39,1,0,0,3.07
8,2025-02-02,22,0,0,0,3.52
